,core,ligands
LUXMUP,Mn,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand21549-0
COQKID,Zr,ligand22-0 ligand22-0 ligand1054-0
FUFHAR,Pd,ligand0-0 ligand0-0 ligand539-0
MATXAH,Fe,ligand0-0 ligand0-0 ligand27507-0
HANNIW,Ir,ligand274-0 ligand3195-0 ligand3195-0
DETCIP,V,ligand16-0 ligand55-0 ligand56-0 ligand169-0
YIXFER,Co,ligand6-0 ligand6-0 ligand6-0 ligand17861-0
BAYNAS,Co,ligand54-0 ligand591-0 ligand591-0
TUVLOM,Pt,ligand12-0 ligand12-0 ligand5305-0
EMEBUU,Pd,ligand4-0 ligand28-0 ligand2402-0
WOVWUB,Zn,ligand0-0 ligand0-0 ligand9025-0
USAZEU,Mo,ligand55-0 ligand55-0 ligand664-0 ligand15271-0
SAPWUB,Re,ligand0-0 ligand0-0 ligand6-0 ligand6-0 ligand3221-0
WUMLAR,Ir,ligand0-0 ligand34259-0
PUTDUE,Rh,ligand191-0 ligand25286-0
GEHJOS,Nb,ligand55-0 ligand61-0 ligand61-0 ligand1496-0
FOKQUS,Zr,ligand0-0 ligand0-0 ligand11870-0
APABID,Y,ligand436-0 ligand2263-0 ligand2264-0 ligand2264-0
LUBRAB,Pd,ligand36-0 ligand1379-0
FULSIO,Co,ligand115-0 ligand8290-0
NALJOD,Ti,ligand0-0 ligand0-0 ligand0-0 ligand14845-0
TUVNUV,Au,ligand28-0 ligand14134-0
IGUGOH,Re,ligand20-0 ligand20-0 ligand55-0 ligand4086-0
XIWYUA,Au,ligand0-0 ligand5299-0
JULGEE,Pt,ligand0-0 ligand37-0 ligand37-0 ligand37-0
UVIXAA,Ti,ligand12-0 ligand12-0 ligand9968-0
SEKCUI,Pd,ligand0-0 ligand0-0 ligand22736-0
BIZJEC,Ru,ligand12-0 ligand24-0 ligand30122-0
ERECUA,Rh,ligand711-0 ligand13052-0
FIFJUA,Pt,ligand695-0 ligand695-0 ligand1246-0
CUYQAR,Pd,ligand0-0 ligand28-0 ligand32540-0
HAZJIE,Ru,ligand0-0 ligand0-0 ligand5627-0 ligand5627-0
XAKCAP,Mo,ligand11-0 ligand11-0 ligand28-0 ligand277-0 ligand1207-0
TABPIX,Ta,ligand36-0 ligand61-0 ligand37103-0
PEZCEF,Ir,ligand0-0 ligand61-0 ligand18286-0
NUCFIA,Hg,ligand1576-0 ligand1576-0
NOWRIA,Nb,ligand0-0 ligand1642-0 ligand2730-0
QIDKUL,Rh,ligand0-0 ligand191-0 ligand8129-0
USIGOT,Co,ligand38-0 ligand91-0 ligand1220-0 ligand1220-0
OWOHUE,Zn,ligand91-0 ligand91-0 ligand91-0 ligand91-0 ligand2300-0 ligand2300-0
CUSDEC,Rh,ligand0-0 ligand61-0 ligand22745-0
XUYBOI,Ti,ligand0-0 ligand0-0 ligand22-0 ligand1129-0
WEJLUS,Ni,ligand0-0 ligand14524-0
PUYCOE,Co,ligand59-0 ligand59-0 ligand59-0 ligand699-0 ligand699-0 ligand699-0
MIDQOI,Zn,ligand29-0 ligand22323-0 ligand22323-0
TAJTOO,Ru,ligand6-0 ligand6-0 ligand6-0 ligand6-0 ligand36-0 ligand2015-0
SOSHOY,Zn,ligand4-0 ligand163-0 ligand17192-0
NIFWEF,Ni,ligand20-0 ligand20-0 ligand2893-0 ligand2893-0
EYIWAM,Ru,ligand0-0 ligand0-0 ligand571-0 ligand571-0 ligand2422-0
DIPZAD,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand3122-0 ligand32993-0
XOTPIF,Hg,ligand20-0 ligand1937-0
IHEBED,Pt,ligand90-0 ligand10396-0
KAGGIJ,Cu,ligand11979-0
JOCSAV,Ir,ligand0-0 ligand28-0 ligand28-0 ligand27768-0
ESUWUN,Pt,ligand282-0 ligand2179-0
MUFGEA,Cu,ligand0-0 ligand0-0 ligand901-0 ligand901-0
YEHLOQ,Zn,ligand12-0 ligand12-0 ligand49-0 ligand49-0
GOGLAP,Ti,ligand68-0 ligand68-0 ligand68-0 ligand7338-0
XEBGAP,Ni,ligand12-0 ligand12-0 ligand10981-0
XIGMOR,Zn,ligand0-0 ligand0-0 ligand15704-0
POFFOG,Ni,ligand7551-0
HAZCAP,Pd,ligand20-0 ligand20-0 ligand1855-0
PUHXAT,Cu,ligand12-0 ligand20590-0
LOGJOI,Ni,ligand37900-0 ligand37901-0
OGADUW,Ir,ligand274-0 ligand2161-0 ligand2161-0
RAZYEA,Ir,ligand0-0 ligand52-0 ligand22879-0
NIHNIB,Pt,ligand0-0 ligand54-0 ligand11368-0
GAQFEK,V,ligand0-0 ligand0-0 ligand6-0 ligand1825-0 ligand2267-0
WESQEQ,Pt,ligand3812-0 ligand3812-0
ANAHAB,Mn,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand34938-0
IKOCUH,Pd,ligand36-0 ligand571-0 ligand21148-0
YOMTUR,Au,ligand20-0 ligand20-0 ligand20-0 ligand18056-0
RIFVIN,Nb,ligand1231-0 ligand1231-0 ligand1231-0 ligand1231-0 ligand1926-0
YOGCIG,Ni,ligand12605-0
PAGMIX,Fe,ligand0-0 ligand0-0 ligand4315-0 ligand4315-0 ligand4315-0 ligand4315-0
TUJWIH,Zn,ligand42-0 ligand26738-0
OJUNOX,Zn,ligand36-0 ligand32924-0
AHIBUR,Ru,ligand0-0 ligand0-0 ligand1858-0 ligand18901-0
GOLFAR,Ru,ligand0-0 ligand0-0 ligand571-0 ligand13576-0
UCAFUD,Ir,ligand0-0 ligand0-0 ligand22-0 ligand59-0
XUBKUB,Pd,ligand10301-0 ligand10301-0
KEMJIY,Ag,ligand1438-0 ligand1438-0
RIDNUP,Pt,ligand191-0 ligand29336-0 ligand29336-0
IZIGIK,Ag,ligand60-0 ligand31682-0
MIKPAX,Mo,ligand454-0 ligand745-0 ligand35445-0
JIZPEO,Ir,ligand11-0 ligand61-0 ligand826-0 ligand26315-0
TICKUO,Ni,ligand1947-0 ligand1948-0
DOFZEE,Ni,ligand0-0 ligand6-0 ligand6-0 ligand36-0
EADJIC,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand18409-0
ROHCOI,Au,ligand0-0 ligand19368-0
LOPYEX,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand4563-0
ZAWVAU,Fe,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand16814-0
QETSUE,Zn,ligand0-0 ligand0-0 ligand27645-0
QAZWUL,Ru,ligand0-0 ligand11-0 ligand11-0 ligand2505-0 ligand29273-0
WILVUK,Pd,ligand0-0 ligand0-0 ligand1595-0
IZADIZ,Ir,ligand0-0 ligand17-0 ligand3898-0
RIBXOR,Ni,ligand16172-0
DIJKOW,Rh,ligand6-0 ligand61-0 ligand34477-0
QEBZEE,Mn,ligand11-0 ligand11-0 ligand11-0 ligand30849-0
KOFWOU,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand18242-0
HIGCOP,Au,ligand6159-0 ligand6159-0
BIWJOH,Re,ligand55-0 ligand55-0 ligand55-0 ligand1590-0
UMAKOL,Mo,ligand11-0 ligand11-0 ligand11-0 ligand59-0 ligand2360-0
TIYSED,Ir,ligand0-0 ligand191-0 ligand28259-0
IRIVIQ,Pd,ligand0-0 ligand0-0 ligand7732-0
NOXTAV,Co,ligand8-0 ligand5399-0 ligand6845-0
REYZIE,Pt,ligand28-0 ligand28-0 ligand52-0 ligand3561-0
ZAZCEM,Re,ligand11-0 ligand11-0 ligand11-0 ligand117-0 ligand200-0
CADXIO,Co,ligand28-0 ligand28-0 ligand35111-0
QETXET,Pd,ligand0-0 ligand0-0 ligand20181-0 ligand20181-0
FUMNUX,Cr,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand6965-0
ZOVCOE,Fe,ligand1001-0 ligand2356-0 ligand13588-0
UJOBUQ,Ti,ligand0-0 ligand0-0 ligand5681-0 ligand5682-0
IRUCUU,V,ligand55-0 ligand305-0 ligand25423-0
HANPUJ,Ta,ligand0-0 ligand36-0 ligand36-0 ligand36-0 ligand2023-0
VOLHUB,Pd,ligand10456-0 ligand10456-0
KEYKUV,Pt,ligand0-0 ligand0-0 ligand31074-0
YIMJAI,Ni,ligand325-0 ligand29813-0
ZITBAF,Os,ligand11-0 ligand924-0 ligand924-0 ligand31227-0
IMUYAS,Pd,ligand20-0 ligand20-0 ligand4349-0
SIGGAQ,Ru,ligand0-0 ligand59-0 ligand16574-0
UYUYEU,Pd,ligand0-0 ligand39-0 ligand10573-0
ASOFOE,Zr,ligand0-0 ligand0-0 ligand33118-0
UCAMEU,Pt,ligand0-0 ligand282-0
GAQJEQ,Ru,ligand282-0 ligand23563-0
HIQXAH,Re,ligand28-0 ligand55-0 ligand591-0 ligand591-0
ZENCED,Pt,ligand0-0 ligand0-0 ligand16498-0
AXEDAK,Zn,ligand0-0 ligand0-0 ligand15029-0
ROHSIU,Zn,ligand0-0 ligand0-0 ligand37933-0 ligand37933-0
BUHXEI,Re,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand12460-0
TUQBUE,Pt,ligand90-0 ligand4737-0
ZUGXEE,Cd,ligand20-0 ligand1370-0 ligand1370-0
DORYAN,Pt,ligand0-0 ligand0-0 ligand21194-0
EJUDUI,Re,ligand11-0 ligand11-0 ligand11-0 ligand1714-0 ligand10332-0
SAMHUK,Ni,ligand11321-0 ligand11321-0
VIBVUY,Ir,ligand191-0 ligand15848-0
TULZEG,Cu,ligand59-0 ligand32736-0
UHATAY,Pd,ligand20-0 ligand229-0 ligand229-0 ligand22965-0
YASMAI,Pt,ligand0-0 ligand0-0 ligand2527-0 ligand2527-0
TUDRUG,Pd,ligand0-0 ligand36-0 ligand16477-0
HATVOQ,Zn,ligand0-0 ligand0-0 ligand9839-0
EHAZUI,Ni,ligand28541-0 ligand28541-0
XUQXUC,Mo,ligand0-0 ligand0-0 ligand55-0 ligand55-0 ligand18442-0
ENAQOA,Rh,ligand11-0 ligand11-0 ligand1809-0
ULAPAB,Ru,ligand0-0 ligand0-0 ligand28-0 ligand8411-0
GUHJOI,Pt,ligand0-0 ligand0-0 ligand28-0 ligand28-0
UZIXOS,Fe,ligand0-0 ligand212-0 ligand212-0
KEHLIS,Zr,ligand22-0 ligand22-0 ligand21529-0
NERZAL,V,ligand2719-0 ligand5382-0
YEZYEJ,Ru,ligand0-0 ligand0-0 ligand1426-0 ligand26223-0
ROLSUH,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand6282-0
MUCQUZ,Pd,ligand0-0 ligand0-0 ligand15193-0
BOKZEH,Ni,ligand20-0 ligand20-0 ligand24841-0
FEYCIW,Hg,ligand0-0 ligand0-0 ligand32179-0
ZARGAE,Au,ligand0-0 ligand5415-0
TUMNEW,Ni,ligand5913-0
QURNIA,Pd,ligand12-0 ligand12-0 ligand91-0 ligand91-0
HEDCID,Mo,ligand482-0 ligand1646-0 ligand1646-0 ligand7908-0
XOVDAP,Ni,ligand293-0 ligand4154-0
EFAWOA,Ir,ligand23530-0 ligand23530-0 ligand23530-0
CIBMOP,Fe,ligand11-0 ligand11-0 ligand11-0 ligand11901-0
CPDOFE,Fe,ligand11-0 ligand11-0 ligand11-0 ligand4743-0
HUHGEY,Pd,ligand4-0 ligand11121-0
YUCMIU,Ru,ligand0-0 ligand11-0 ligand91-0 ligand91-0 ligand91-0 ligand91-0
FIJBOQ,Ru,ligand0-0 ligand571-0 ligand17684-0
YEJVIT,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand5734-0
WAPWUH,Fe,ligand11-0 ligand11-0 ligand22-0 ligand17659-0
AVICOZ,Ru,ligand0-0 ligand24-0 ligand3901-0
VEZMAS,Zn,ligand218-0 ligand377-0 ligand377-0
QAZBOM,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand29056-0 ligand29056-0
DOGNEU,Rh,ligand473-0 ligand1597-0
MALZUY,Cd,ligand0-0 ligand0-0 ligand28043-0
GIXPUA,Fe,ligand12-0 ligand12-0 ligand4768-0
WOGREQ,Zn,ligand30358-0 ligand30358-0
GOSMIM,Zn,ligand293-0 ligand293-0 ligand28856-0 ligand28856-0
AZENEZ,Au,ligand2473-0 ligand2473-0
BABKOG,Ru,ligand28-0 ligand25679-0
SOMKAG,Ti,ligand0-0 ligand1078-0 ligand1078-0 ligand1078-0
DEMWEB,Ni,ligand7199-0 ligand7199-0
FOHXUW,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand29-0
XEGVUE,Ni,ligand13455-0 ligand13455-0
OJOJOO,Ru,ligand52-0 ligand13923-0 ligand30127-0
SESXOF,Pt,ligand0-0 ligand0-0 ligand571-0 ligand22883-0
XADBOV,Ru,ligand0-0 ligand0-0 ligand1426-0 ligand36211-0
MUQMAN,Mo,ligand0-0 ligand0-0 ligand55-0 ligand55-0 ligand27359-0
RAMJOG,Y,ligand2293-0 ligand22309-0 ligand22309-0
IRENAX,Ir,ligand115-0 ligand353-0 ligand34301-0 ligand34301-0
BAKBEV,Ni,ligand13207-0 ligand13207-0
YABVOO,Pd,ligand28-0 ligand353-0 ligand435-0
WIWDOW,Zn,ligand0-0 ligand6820-0
WENYEU,Zn,ligand0-0 ligand0-0 ligand7393-0
TIHQEK,Zn,ligand0-0 ligand0-0 ligand11452-0 ligand11452-0
TITHOX,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand35404-0
GADFUO,Zn,ligand2825-0 ligand2825-0
OROBUT,Ni,ligand90-0 ligand30727-0
MEJXIK,Rh,ligand11-0 ligand11658-1
APUSEM,Ir,ligand29-0 ligand90-0 ligand1797-0
TEKHOI,Fe,ligand362-0 ligand362-0 ligand23595-0
BIRNUN,Ni,ligand0-0 ligand0-0 ligand10981-0
RIJLON,Ru,ligand0-0 ligand0-0 ligand680-0 ligand31222-0
EXOCOM,Fe,ligand42-0 ligand42-0 ligand25877-0
CARJOU,Pd,ligand6-0 ligand6-0 ligand34232-0
COXNAG,Re,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand6882-0
LEWREN,Ni,ligand743-0 ligand11813-0
UCUYAS,Y,ligand61-0 ligand61-0 ligand29362-0
ROGYAO,Pd,ligand0-0 ligand0-0 ligand32957-0
XACRIC,Zr,ligand0-0 ligand0-0 ligand1350-0
YIXDIS,Ru,ligand0-0 ligand22-0 ligand344-0 ligand344-0
PUZDAR,Ni,ligand34286-0
TUNLAP,Cu,ligand792-0
PAGFOS,Co,ligand12-0 ligand155-0 ligand827-0 ligand978-0
WIFQOU,Pt,ligand36-0 ligand36-0 ligand990-0 ligand990-0 ligand11644-0
GONPEE,Pd,ligand0-0 ligand4451-0
ZOGQIV,Rh,ligand0-0 ligand28-0 ligand26700-0
OHAYEE,Pt,ligand0-0 ligand0-0 ligand344-0 ligand28433-0
BIPZIJ,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand12554-0
YASCOM,Zn,ligand12-0 ligand12-0 ligand13808-0 ligand13808-0
YAJLAW,Fe,ligand42-0 ligand3444-0
TUSQOP,Mn,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand3437-0
AHOMAN,Ir,ligand0-0 ligand11-0 ligand61-0 ligand21633-0
VUPCEO,Ni,ligand362-0 ligand2443-0
GAZPUU,Rh,ligand90-0 ligand29491-0
ZEQHOS,Ru,ligand0-0 ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand583-0
CIQGAO,Pt,ligand282-0 ligand9378-0
VECKET,Ta,ligand0-0 ligand0-0 ligand39-0 ligand864-0 ligand864-0
RIRGEG,Au,ligand0-0 ligand12156-0
JOGDIT,Pd,ligand0-0 ligand0-0 ligand38137-0
TUFVOH,Ti,ligand0-0 ligand0-0 ligand384-0 ligand24842-0
TAXFAZ,Mo,ligand10-0 ligand52-0 ligand52-0 ligand52-0 ligand61-0
QOBMUQ,Ni,ligand36922-0
WISVOM,Ru,ligand0-0 ligand24-0 ligand10247-0
NOMJOP,Re,ligand0-0 ligand55-0 ligand11990-0 ligand11991-0
HONMII,Cu,ligand29-0 ligand1714-0
RAQXUE,Au,ligand301-0 ligand19079-0
IFINOA,Pd,ligand12-0 ligand12-0 ligand131-0 ligand1023-0
XENZAV,Fe,ligand0-0 ligand0-0 ligand23528-0
DUHVUY,Fe,ligand29450-0
RUQLEU,Ru,ligand11-0 ligand11-0 ligand11-0 ligand12377-0
PIHMAX,Zn,ligand218-0 ligand289-0 ligand289-0
SOWQIH,Fe,ligand0-0 ligand0-0 ligand18145-0
PEJNEY,Zn,ligand0-0 ligand0-0 ligand12836-0
RUBTUE,Rh,ligand191-0 ligand26388-0
NAWFIE,Co,ligand20-0 ligand91-0 ligand1220-0 ligand1220-0
HARKEU,Cu,ligand11138-0
BUCWOL,Ni,ligand362-0 ligand362-0 ligand24034-0 ligand24034-0
EQOGOJ,Au,ligand0-0 ligand5314-0
LUVSIH,Y,ligand3721-0 ligand3722-0
PAJDIN,Ni,ligand20-0 ligand29057-0
PUTZIO,Mo,ligand55-0 ligand55-0 ligand29322-0
MASCBM,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand33587-0
RUZZAN,W,ligand55-0 ligand55-0 ligand61-0 ligand8493-0
GAJMEL,Au,ligand0-0 ligand26904-0
BUPMEG,Pd,ligand20-0 ligand2422-0 ligand9827-0
QISMEK,Ti,ligand0-0 ligand5405-0 ligand7282-0
NIMCOC,Cd,ligand266-0 ligand266-0 ligand37170-0
KUHRUC,Fe,ligand362-0 ligand362-0 ligand10998-0
PAMZAH,Rh,ligand0-0 ligand11-0 ligand11-0 ligand4965-0
BEHHUU,Re,ligand11-0 ligand11-0 ligand11-0 ligand6193-0
KEJDEK,Ni,ligand31163-0 ligand31163-0
BOTHAV,Fe,ligand0-0 ligand0-0 ligand23494-0
VEFQUU,Zn,ligand12-0 ligand12-0 ligand7772-0
QOFMIL,Pt,ligand571-0 ligand1188-0 ligand1188-0 ligand19530-0
RALYIQ,Tc,ligand11-0 ligand11-0 ligand11-0 ligand28-0 ligand28-0 ligand320-0
NUYKUQ,Pd,ligand341-0 ligand2494-0
FEBJEF,Co,ligand90-0 ligand5211-0
HOCHIR,Pt,ligand83-0 ligand593-0 ligand593-0
EXURUL,Mo,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand6099-0 ligand6099-0
MIRJUT,Zn,ligand17683-0 ligand17683-0
WEBQIH,Au,ligand0-0 ligand23986-0
XIPPIX,W,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand20881-0
AJIMOV,Fe,ligand6-0 ligand6-0 ligand11-0 ligand12-0 ligand27407-0
NANYAC,Ru,ligand10-0 ligand22-0 ligand9690-0
BEWHOD,Cu,ligand0-0 ligand2728-0 ligand2728-0
VEZCOW,Zn,ligand29-0 ligand3905-0 ligand3905-0
HOLLOL,Ti,ligand0-0 ligand22-0 ligand2741-1
EDEXIX,Ag,ligand4637-0 ligand33881-0 ligand33881-0
TOTVOQ,Ru,ligand0-0 ligand24-0 ligand24654-0
ZUXZEX,Ti,ligand68-0 ligand68-0 ligand1933-0
SOFJEF,Hf,ligand36-0 ligand36-0 ligand9584-0
YOJZOM,Re,ligand12-0 ligand1654-0 ligand1654-0 ligand3027-0
YENTOE,Ru,ligand0-0 ligand24-0 ligand30959-0
WEJBOE,Ru,ligand0-0 ligand0-0 ligand7260-0 ligand7260-0
JUNMEK,Pt,ligand344-0 ligand344-0 ligand695-0 ligand695-0
MUFBOF,Ir,ligand0-0 ligand191-0 ligand9147-0
HERFOD,Cu,ligand3274-0 ligand29335-0
MOQJAF,V,ligand55-0 ligand221-0 ligand35707-0
WIRRIA,Pt,ligand0-0 ligand0-0 ligand4-0 ligand4-0 ligand37451-0
KUDHEY,Ni,ligand0-0 ligand22-0 ligand2096-0
BOKQUN,Pt,ligand12-0 ligand12-0 ligand27288-0 ligand27288-0
DIWZUH,Au,ligand7501-0 ligand7501-0
QIHTOQ,Pt,ligand10-0 ligand117-0 ligand117-0
QALWOQ,V,ligand55-0 ligand55-0 ligand7672-0
KEDZOI,Fe,ligand11-0 ligand11-0 ligand22-0 ligand341-0
QUHZOJ,Cu,ligand20-0 ligand22718-0 ligand22718-0
DIRNIE,Pt,ligand0-0 ligand0-0 ligand549-0 ligand571-0
CAPLOV,Zn,ligand690-0 ligand21457-0
XIYBUD,Hg,ligand0-0 ligand0-0 ligand18337-0
AVEKAO,Ni,ligand7418-0 ligand7418-0
POLVAQ,Ru,ligand0-0 ligand11-0 ligand11-0 ligand21537-0
SEWMEN,Pd,ligand0-0 ligand0-0 ligand15858-0
FAJZIB,Ni,ligand117-0 ligand117-0 ligand22176-0
XUDZEE,Mo,ligand0-0 ligand764-0 ligand864-0 ligand864-0 ligand864-0
ROYFET,Co,ligand54-0 ligand54-0 ligand31056-0 ligand31056-0
CEGGON,Pd,ligand40-0 ligand124-0 ligand30173-0
ZUQJOK,Ru,ligand11-0 ligand1858-0 ligand4385-0
CANDIH,Ru,ligand0-0 ligand11-0 ligand52-0 ligand35352-0
DILHAH,Cd,ligand1459-0 ligand1459-0
RUBQEL,Ni,ligand34668-0
LEFNAM,Ir,ligand0-0 ligand61-0 ligand2225-0
RANTUW,Pd,ligand0-0 ligand0-0 ligand23179-0 ligand23179-0
EACMCO,Co,ligand36-0 ligand1260-0
CERWOL,Mn,ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand11-0 ligand30197-0
YOSLAU,Ir,ligand17-0 ligand1415-0
TUYTAI,Pd,ligand0-0 ligand126-0 ligand251-0
IJESOI,Cu,ligand22597-0 ligand22597-0 ligand22597-0
ETEHUG,Zn,ligand18363-0 ligand18363-0
TUYCAS,Pt,ligand0-0 ligand0-0 ligand23011-0
IPURIU,Ni,ligand0-0 ligand0-0 ligand33679-0
XEYKIZ,Pd,ligand0-0 ligand571-0 ligand35987-0
BUJLUN,Zn,ligand0-0 ligand0-0 ligand30653-0
ALEYUM,Ru,ligand17-0 ligand22-0 ligand6410-0
VIJWAO,Ni,ligand6377-0 ligand6377-0
SARDUN,Ru,ligand0-0 ligand24-0 ligand11313-0
MEDVIA,Pd,ligand28-0 ligand73-0 ligand820-0
NOSPUI,Pd,ligand36-0 ligand91-0 ligand28875-0
AJICON,Zn,ligand0-0 ligand0-0 ligand10192-0
VUKVUV,Pt,ligand0-0 ligand0-0 ligand2535-0
GUWSUM,Pt,ligand0-0 ligand0-0 ligand34709-0 ligand34709-0
AJIDIH,Ir,ligand484-0 ligand484-0 ligand23330-0
FAPWAW,Ir,ligand0-0 ligand52-0 ligand4220-0
ZUTNUZ,Zn,ligand8-0 ligand29-0 ligand32183-0 ligand32183-0
UNIYIA,Cd,ligand20-0 ligand20-0 ligand2620-0
SAPPIJ,Ir,ligand61-0 ligand26641-0
AQUTUC,Cu,ligand20-0 ligand28-0 ligand29463-0
JOVZUS,Pt,ligand472-0 ligand2736-0
CUHJUM,Ni,ligand20-0 ligand12990-0
INUXAS,Rh,ligand0-0 ligand61-0 ligand12943-0
SAJCIP,W,ligand55-0 ligand91-0 ligand124-0 ligand124-0 ligand124-0 ligand124-0
EHEZEW,V,ligand55-0 ligand55-0 ligand26449-0
INIXEI,Pd,ligand136-0 ligand1190-0
IGILAM,Re,ligand11-0 ligand11-0 ligand11-0 ligand20-0 ligand577-0
XECFAO,Ni,ligand22933-0
HGCETS,Hg,ligand0-0 ligand7226-0
SOXRED,Ru,ligand1-0 ligand11-0 ligand28-0 ligand7055-0
MUYLUO,Pt,ligand0-0 ligand3358-0
XORXAE,Fe,ligand91-0 ligand33372-0
EHUROO,Ru,ligand0-0 ligand1858-0 ligand4343-0
SERRIR,Pd,ligand0-0 ligand0-0 ligand33592-0
WUFDUW,Pd,ligand0-0 ligand0-0 ligand1942-0
KOBBEJ,Ni,ligand0-0 ligand0-0 ligand17408-0
EBEMUT,Pd,ligand0-0 ligand8944-0 ligand10753-0
RUQLIA,Zn,ligand266-0 ligand266-0 ligand23886-0
ZAPXAS,Fe,ligand20-0 ligand20-0 ligand34011-0
UXULIK,Pd,ligand0-0 ligand0-0 ligand538-0 ligand2169-0
FEYCET,Au,ligand0-0 ligand0-0 ligand0-0 ligand19113-0
RECGIP,Fe,ligand11-0 ligand11-0 ligand11-0 ligand15039-0
FICBAV,Ti,ligand22-0 ligand36-0 ligand36-0 ligand9135-0
NARPAX,Pd,ligand0-0 ligand0-0 ligand0-0 ligand28-0
AFUXEF,Ti,ligand22-0 ligand22-0 ligand14794-0
AXESOM,Au,ligand28-0 ligand32870-0
FADSAE,Ti,ligand0-0 ligand0-0 ligand7709-0 ligand7709-0
FONWOW,Fe,ligand11-0 ligand52-0 ligand32059-0
VAFLUL,Cu,ligand12-0 ligand777-0
DOJNUP,Cd,ligand0-0 ligand0-0 ligand34459-0 ligand34459-0
QAFKOA,Co,ligand220-0 ligand362-0 ligand14398-0
LIRDUL,Zr,ligand0-0 ligand0-0 ligand0-0 ligand1809-0
VATWEV,Ni,ligand18563-0 ligand18564-0
GODKAL,Pt,ligand0-0 ligand4800-0 ligand35170-0
PEBSAS,Ru,ligand0-0 ligand0-0 ligand24-0 ligand2428-0
NOYBUA,Pd,ligand12-0 ligand29-0 ligand31113-0
ZEPGUZ,Pd,ligand0-0 ligand288-0 ligand34505-0
RAJSOL,Zn,ligand209-0 ligand1809-0
HULBIZ,Zn,ligand336-0 ligand2533-0 ligand2533-0
YIFKIK,Rh,ligand0-0 ligand191-0 ligand8196-0
HAXKUN,Pd,ligand0-0 ligand36-0 ligand6040-0
UDAHEN,Hg,ligand18740-0 ligand18740-0
FOBQOF,Re,ligand22-0 ligand1809-0
JEKYAZ,Co,ligand0-0 ligand0-0 ligand28367-0
FAQZON,Ni,ligand10080-0 ligand10081-0
TUJYIG,Y,ligand61-0 ligand107-0 ligand864-0 ligand2064-0
YECFAO,Rh,ligand6-0 ligand12-0 ligand22-0 ligand8680-0
NURXAC,Zn,ligand117-0 ligand266-0 ligand21003-0
IMIKUM,Zn,ligand30-0 ligand30-0 ligand297-0 ligand297-0
XIKNIP,Pt,ligand234-0 ligand239-0 ligand3970-0
ZIZKEB,Fe,ligand20-0 ligand20-0 ligand2356-0
GABYIS,Zn,ligand362-0 ligand4425-0
KAQWOR,Ti,ligand0-0 ligand0-0 ligand61-0 ligand512-0
ODALIP,Ni,ligand2393-0 ligand4232-0
IWEQAF,Ir,ligand0-0 ligand61-0 ligand22072-0
AGOYAX,Ru,ligand16-0 ligand28-0 ligand14570-0
KIBWUR,Pd,ligand0-0 ligand37543-0
VUFDUW,Cu,ligand22897-0 ligand22897-0
FIKXON,Pt,ligand16238-0 ligand17728-0
LUMSAO,Pd,ligand0-0 ligand36-0 ligand26314-0
WAZWED,Pd,ligand0-0 ligand0-0 ligand542-0
WAQMUW,Ti,ligand0-0 ligand0-0 ligand35167-0
IPIROP,Pd,ligand39-0 ligand18991-0
TOVPAY,Ni,ligand0-0 ligand0-0 ligand7332-0 ligand14983-0
ABILED,Mo,ligand55-0 ligand55-0 ligand622-0 ligand622-0
ECUBAI,Zn,ligand112-0 ligand112-0 ligand17749-0 ligand17749-0
NIHRAX,Pt,ligand20-0 ligand20-0 ligand20-0 ligand20-0 ligand54-0
UKIMUZ,Rh,ligand61-0 ligand8822-0
UVAGIJ,Fe,ligand11-0 ligand11-0 ligand511-0 ligand1426-0
UGUHUB,Co,ligand12032-0 ligand12032-0
LIJCIR,Pd,ligand25348-0 ligand29662-0
SAYGIK,Mn,ligand0-0 ligand11-0 ligand11-0 ligand11-0 ligand1149-0
QUSJAQ,Fe,ligand1459-0 ligand1459-0
CIXGOH,Fe,ligand11-0 ligand11-0 ligand11886-0
