,core,ligands
VOTCEM,Fe,ligand4-0 ligand4-0 ligand4-0 ligand353-0 ligand353-0 ligand353-0
RALKOG,Zn,ligand31478-0 ligand31478-0
PIPDID,V,ligand24-0 ligand24-0 ligand5164-0
UWUZIW,Ru,ligand73-0 ligand197-0 ligand770-0
YOGSAO,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand25735-0
MEDCEE,Ni,ligand51-0 ligand13282-0
PAJCUY,Zn,ligand29-0 ligand600-0 ligand7607-0
OJOFAV,Y,ligand48-0 ligand48-0 ligand1730-0
RACJUD,Ni,ligand3-0 ligand6887-0
DEPMUJ,Fe,ligand6-0 ligand6-0 ligand6-0
FUBDEL,Ru,ligand1-0 ligand13-0 ligand24-0 ligand4794-0
NEHLER,Ru,ligand4-0 ligand1706-0 ligand1706-1
MEQSEG,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand13164-0
GUKSEM,Ti,ligand1-0 ligand1-0 ligand1-0 ligand18663-0
COTSOU,Co,ligand422-0 ligand422-0 ligand444-0 ligand444-0
TOKQIW,Cu,ligand40-0 ligand51-0 ligand30343-0
VEVRUM,Cu,ligand51-0 ligand311-0 ligand2969-0
HOTBAV,Pd,ligand16429-0 ligand16429-0
HUNZUL,Ag,ligand244-0 ligand4734-0
TOVKAQ,V,ligand24-0 ligand1169-0 ligand6062-0
XOQVEG,Pd,ligand1-0 ligand7589-0
TIVNUJ,Ni,ligand1-0 ligand13647-0
HARWOO,Au,ligand1-0 ligand28815-0
RUMGIP,Ni,ligand30385-0 ligand30385-0
PAGJAJ,Pd,ligand1-0 ligand18-0 ligand13129-0
CAJCEV,Os,ligand1-0 ligand67-0 ligand67-0 ligand67-0 ligand68-0 ligand323-0
SIHFAT,Zn,ligand196-0 ligand1711-0
FECKEF,Pd,ligand51-0 ligand23788-0
QAVXEQ,Pt,ligand1-0 ligand1-0 ligand97-0
LELGAM,Zn,ligand358-0 ligand27331-0
ICOWED,Zn,ligand16301-0 ligand16302-0
QATGID,Ti,ligand7991-0 ligand7991-0
QUSXIL,Pt,ligand1-0 ligand51-0 ligand10408-0
EYADIT,Cu,ligand1-0 ligand1-0 ligand14736-0
YEQTOE,Fe,ligand4-0 ligand76-0 ligand89-0 ligand10497-0
RISHIK,Ta,ligand69-0 ligand69-0 ligand70-0 ligand71-0
PORNUI,Zn,ligand1160-0 ligand9155-0
PEFDIN,Cu,ligand3-0 ligand10534-0 ligand10534-0
QORKIT,Hg,ligand1-0 ligand1-0 ligand26174-0
TITMIT,Cd,ligand34-0 ligand34-0 ligand7301-0 ligand7301-0
HAZCOD,Pd,ligand3-0 ligand3-0 ligand10984-0
OCOYUC,Zn,ligand430-0 ligand3736-0 ligand9851-0
WEQWIY,W,ligand4-0 ligand4-0 ligand4-0 ligand1746-0
FEPFOW,Zr,ligand321-0 ligand321-0 ligand1126-0
SEKQEE,Ni,ligand45-0 ligand51-0 ligand3230-0
GUHJUO,Ni,ligand252-0 ligand8879-0
TIFZOY,Ag,ligand49-0 ligand6072-0
SERPEL,Ag,ligand6187-0
JIMZAH,Pt,ligand11-0 ligand11723-0
TAMZAJ,Fe,ligand49-0 ligand89-0 ligand2295-0 ligand24756-0
IJOTOQ,Zr,ligand1-0 ligand1-0 ligand11397-0
BERLAO,Cd,ligand40-0 ligand40-0 ligand31447-0
ITUJAK,Zn,ligand1-0 ligand1-0 ligand24159-0
LIXQIS,Pt,ligand40-0 ligand40-0 ligand19051-0
RAXQIQ,Ru,ligand4-0 ligand45-0 ligand250-0 ligand30638-0
LANKAM,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand3276-0
EMUTUB,Fe,ligand4-0 ligand4-0 ligand4-0 ligand28000-0
SEFCIP,Zr,ligand38-0 ligand45-0 ligand45-0 ligand24343-0
QOKDIE,Ir,ligand89-0 ligand89-0 ligand250-0 ligand250-0 ligand286-0
FIPTED,Zr,ligand38-0 ligand38-0 ligand45-0 ligand45-0 ligand89-0
XICXIQ,Mo,ligand4-0 ligand45-0 ligand45-0 ligand1852-0
LECSOD,Zn,ligand1-0 ligand1-0 ligand18901-0
VULVON,Rh,ligand188-0 ligand359-0 ligand359-0 ligand8846-0
KIWNEK,Ir,ligand1-0 ligand1-0 ligand48-0 ligand2031-0
HEYNUU,Fe,ligand5334-0 ligand6662-0
BOFSEV,Au,ligand1-0 ligand1-0 ligand2285-0
CENROE,Rh,ligand40-0 ligand40-0 ligand49-0 ligand49-0 ligand28721-0
CEQYEE,Pt,ligand3-0 ligand51-0 ligand21267-0
EYEQAC,Au,ligand296-0 ligand20282-0
TIRRUH,V,ligand1-0 ligand38-0 ligand38-0 ligand45-0 ligand226-0
FIZVAO,Fe,ligand45-0 ligand9063-0
WEWHUE,Ni,ligand21687-0
LEHRIZ,Pd,ligand115-0 ligand5988-0
JIQZER,V,ligand24-0 ligand1117-0 ligand9498-0
XIRDAF,Rh,ligand40-0 ligand40-0 ligand199-0 ligand21616-0
TANQOP,Cu,ligand4462-0 ligand4462-0 ligand14086-0
WUGRUM,Zr,ligand1-0 ligand1-0 ligand9585-0 ligand9585-0
YOYBIX,Zr,ligand45-0 ligand45-0 ligand17733-0
YIQMUG,Y,ligand1-0 ligand1-0 ligand1-0 ligand188-0 ligand188-0 ligand188-0 ligand188-0
BOHZON,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand15387-0
GASPAT,Pd,ligand18-0 ligand1038-0 ligand10795-0
BIHQUF,Pt,ligand1-0 ligand1-0 ligand51-0 ligand2114-0
PIWXUR,Ti,ligand1-0 ligand45-0 ligand45-0 ligand14375-0
DIBSOY,Mo,ligand24-0 ligand115-0 ligand353-0 ligand783-0
CIXGUN,Fe,ligand4-0 ligand4-0 ligand28108-0
TOLVAS,Pt,ligand1-0 ligand1-0 ligand10817-0 ligand10817-0
ORONUF,Mo,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand25836-0
VIYXIK,Mn,ligand4-0 ligand4-0 ligand4-0 ligand27313-0
PEFTAY,Ti,ligand1-0 ligand1-0 ligand20243-0 ligand20243-0
FEKQEU,Y,ligand3589-0 ligand3589-0 ligand3589-0 ligand3590-0
QAXFAX,Co,ligand8187-0 ligand8187-0
RECLAO,Ni,ligand92-0 ligand2442-0
VIQRAO,Ru,ligand1-0 ligand38-0 ligand662-0 ligand12000-0
BOKQAT,Re,ligand24-0 ligand969-0 ligand970-0
AKAPIN,Zn,ligand358-0 ligand17500-0
QOXYEH,Ir,ligand49-0 ligand49-0 ligand89-0 ligand30016-0
XUYLAE,Au,ligand18958-0 ligand18958-0
GUNGUT,Ru,ligand1-0 ligand4-0 ligand16228-0 ligand16229-0
GADFAU,Co,ligand160-0 ligand160-0
BEQYEE,Ni,ligand279-0 ligand279-0 ligand17191-0
SIMNAF,Au,ligand1-0 ligand4210-0
TOGWER,Zn,ligand32-0 ligand19438-0 ligand19438-0
HALFEG,Hf,ligand692-0 ligand692-0 ligand693-0 ligand693-0
GIYJOO,Ru,ligand1-0 ligand1-0 ligand21-0 ligand2599-0
LUPREU,Ru,ligand1-0 ligand640-0 ligand4216-0
TONPAP,Cu,ligand6710-0 ligand6710-0
GIZVAO,Ti,ligand45-0 ligand45-0 ligand27165-0
LUXMUO,Re,ligand1-0 ligand1-0 ligand24-0 ligand534-0 ligand13188-0
WEWMIX,Ni,ligand1-0 ligand4264-0
RIVWIC,Ru,ligand421-0 ligand662-0 ligand2481-0 ligand2481-0
TUSTEH,Ru,ligand1-0 ligand133-0 ligand133-0 ligand133-0 ligand27556-0
CECGIB,Cr,ligand4-0 ligand4-0 ligand4-0 ligand3973-0
XAYCEG,Ir,ligand48-0 ligand17814-0
DUFFER,Ag,ligand21236-0 ligand21236-0
MOJMUV,Ni,ligand21644-0 ligand21644-0
SUCPEL,Pt,ligand1-0 ligand1-0 ligand2006-0 ligand2006-0
QEFTAY,Pt,ligand51-0 ligand672-0
EWOWUJ,Pd,ligand188-0 ligand188-0 ligand1544-0 ligand1544-0
POFSUY,Fe,ligand4-0 ligand4-0 ligand4-0 ligand28885-0
UMEKEC,Co,ligand361-0 ligand361-0 ligand427-0
KEMCUA,W,ligand1-0 ligand1-0 ligand24-0 ligand24-0 ligand115-0
BEJWOE,Fe,ligand4-0 ligand4-0 ligand45-0 ligand21286-0
KENQUR,Ru,ligand40-0 ligand756-0 ligand3035-0
LADGIJ,Ag,ligand7820-0 ligand7820-0
RAKROL,Zn,ligand11674-0 ligand26197-0
LOKYUF,Ni,ligand444-0 ligand444-0 ligand5156-0 ligand5156-0
BAKPOT,Sc,ligand1-0 ligand326-0 ligand1870-0
ABOZEW,Zr,ligand1-0 ligand1-0 ligand7158-0
FIYHUT,Fe,ligand45-0 ligand25995-0
PIFVAB,Pt,ligand1-0 ligand1-0 ligand22776-0
UJEWEM,Pd,ligand51-0 ligand16397-0
NERXOZ,Ir,ligand422-0 ligand8028-0 ligand8028-0
TAYGOQ,Pd,ligand40-0 ligand40-0 ligand14126-0
MAXWIS,Ir,ligand30662-0 ligand30662-0 ligand30663-0
UCAXIF,Ru,ligand1-0 ligand1-0 ligand1068-0 ligand2629-0
TISFUX,Pd,ligand1-0 ligand481-0 ligand1663-0
NOZGOY,Zn,ligand1-0 ligand1-0 ligand10092-0
OLOHIH,Pd,ligand1-0 ligand2038-0
BAZBIP,Pt,ligand226-0 ligand226-0 ligand2966-0
ESILEY,Ni,ligand3-0 ligand3-0 ligand29284-0 ligand29284-0
FASPAT,Pd,ligand40-0 ligand40-0 ligand188-0 ligand4159-0
CIHQUF,V,ligand24-0 ligand564-0 ligand1117-0
RAPLAX,Ru,ligand1-0 ligand1-0 ligand2599-0 ligand16138-0
GIVWEP,Rh,ligand1-0 ligand193-0 ligand14102-0
QEGWAD,Mn,ligand4-0 ligand4-0 ligand73-0 ligand112-0
SOVGEQ,W,ligand24-0 ligand686-0 ligand686-0 ligand13691-0
HIZLIM,Pd,ligand1-0 ligand1-0 ligand7119-0
FOJWIL,Ir,ligand4-0 ligand4-0 ligand2164-0 ligand2164-0
ICAWIU,Ni,ligand40-0 ligand16196-0
YACGEP,Cd,ligand1-0 ligand1-0 ligand2327-0
LUSPAR,Cd,ligand18-0 ligand2074-0
QEWQEO,Ir,ligand48-0 ligand1703-0 ligand9403-0
WUFDOQ,Pt,ligand1-0 ligand1-0 ligand14524-0
XEXZOQ,Pd,ligand140-0 ligand201-0 ligand918-0
CIMKEP,Ru,ligand18-0 ligand226-0 ligand391-0 ligand391-0
JEGSOE,Pd,ligand1-0 ligand23211-0
NIHYIP,Co,ligand1-0 ligand8841-0
QOVPOG,Pd,ligand5149-0
FEVBEQ,Pt,ligand3-0 ligand115-0 ligand1056-0 ligand1056-0 ligand1567-0
GAKBEC,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand5903-0
YIKBEA,Mn,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand20204-0
REDLAQ,Ni,ligand4335-0 ligand4336-0
UROFOX,Re,ligand24-0 ligand3608-0 ligand5067-0
VONYAA,Zn,ligand1044-0 ligand28636-0
XAYSAS,Ni,ligand13558-0
SOYXUB,Ag,ligand3070-0 ligand11435-0
NEXDAV,Re,ligand1-0 ligand1-0 ligand24-0 ligand51-0 ligand8921-0
DIWTOV,Pt,ligand1104-0 ligand9479-0
XOSPIG,Fe,ligand34-0 ligand31080-0
FAJVES,Mn,ligand4-0 ligand4-0 ligand4-0 ligand89-0 ligand201-0
DELVIA,Ni,ligand9252-0 ligand9252-0
RANTOQ,Pd,ligand1-0 ligand1-0 ligand3778-0 ligand3778-0
YENMUA,Ru,ligand3-0 ligand74-0 ligand188-0 ligand188-0 ligand188-0 ligand188-0
SISHEH,Rh,ligand1-0 ligand193-0 ligand12502-0
NICHIR,Y,ligand8-0 ligand8-0 ligand326-0 ligand328-0 ligand4459-0
MAVPOP,Ru,ligand4-0 ligand4-0 ligand2654-0 ligand2654-0
HETNID,Mn,ligand4-0 ligand4-0 ligand4-0 ligand30307-0
VEBTAX,Ru,ligand4-0 ligand4-0 ligand45-0 ligand12444-0
ZABDOV,Cd,ligand1765-0 ligand1765-0 ligand19581-0
BUVBEA,Au,ligand676-0 ligand4726-0
VAVMOX,Ir,ligand18-0 ligand48-0 ligand115-0
JARNEV,Fe,ligand40-0 ligand23998-0
VAPPEK,Pt,ligand13602-0 ligand13603-0
LOGMIG,Mn,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand4715-0
UKUMIY,Zr,ligand45-0 ligand45-0 ligand19160-0
UQEBAV,Zn,ligand478-0 ligand478-0 ligand522-0 ligand522-0
CAFWUC,Ru,ligand1-0 ligand1-0 ligand2041-0 ligand2041-0
GAFNOR,Ru,ligand1-0 ligand11-0 ligand13-0
QICWEF,Cu,ligand353-0 ligand1264-0
MEBPOY,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand16631-0
KAHTOF,Pd,ligand73-0 ligand73-0 ligand18869-0
TEYSIA,Zn,ligand353-0 ligand353-0 ligand354-0
ALOBEI,Cu,ligand26311-0
FUVNEQ,Pd,ligand481-0 ligand19731-0
WAHBAK,Pd,ligand51-0 ligand1536-0
POVPOG,Zr,ligand416-0 ligand416-0 ligand416-0 ligand7352-0
RASYER,Pd,ligand1-0 ligand3475-0 ligand9495-0
RUKMOZ,Re,ligand24-0 ligand9060-0
XODFIF,Ti,ligand1-0 ligand48-0 ligand118-0 ligand15184-0
UFOLUX,Au,ligand1-0 ligand1-0 ligand31523-0
MEVMAB,Cd,ligand3-0 ligand6344-0
TIRWIB,Cu,ligand1-0 ligand12071-0
KIZWUL,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand22403-0
JIYWIX,Pt,ligand1-0 ligand1-0 ligand1-0 ligand2438-0
PIXWAU,Ru,ligand3-0 ligand45-0 ligand7894-0
CAFBOB,Co,ligand188-0 ligand359-0 ligand359-0 ligand31633-0
KUGVEO,Cu,ligand3-0 ligand13462-0 ligand13462-0
LISNEJ,Au,ligand1-0 ligand10386-0
MUPBAA,Re,ligand4-0 ligand4-0 ligand4-0 ligand18992-0
OMEXIP,Zn,ligand34-0 ligand40-0 ligand40-0 ligand8721-0
OLURAP,Au,ligand1-0 ligand1-0 ligand105-0 ligand1607-0
UZEBIL,Pd,ligand444-0 ligand444-0 ligand1767-0 ligand1767-0
VISJIT,Cu,ligand188-0 ligand918-0 ligand918-0 ligand918-0
LEKYEH,Ni,ligand89-0 ligand250-0 ligand250-0 ligand353-0
MEZBIF,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand497-0 ligand497-0
YEFLOK,Fe,ligand4-0 ligand4-0 ligand4-0 ligand28208-0
LIHYAC,V,ligand24-0 ligand13240-0
IJIPIC,Zn,ligand719-0 ligand5320-0
BOHDEI,Ag,ligand3-0 ligand675-0
WAJCEQ,Pd,ligand2838-0 ligand3316-0
DENNAM,Ti,ligand1-0 ligand1-0 ligand48-0 ligand7383-0
HATCAJ,Zn,ligand188-0 ligand18902-0
ZOJXIH,Zn,ligand1-0 ligand1-0 ligand19446-0
WENRAI,Zn,ligand34-0 ligand600-0 ligand31072-0
TENBOF,Ti,ligand1-0 ligand1-0 ligand1-0 ligand7402-0
EFIVAQ,Pd,ligand1-0 ligand51-0 ligand51-0 ligand10479-0
RONLOX,Pd,ligand18-0 ligand1038-0 ligand8353-0
VEBSEA,Fe,ligand4-0 ligand45-0 ligand252-0
DAKRIS,Rh,ligand4-0 ligand2833-0
XIHLUY,Co,ligand361-0 ligand361-0 ligand6847-0
GIDYOK,Ir,ligand122-0 ligand5516-0
NICZUU,Ir,ligand1-0 ligand141-0 ligand141-0 ligand3191-0 ligand3191-0
XEWLUH,Zr,ligand416-0 ligand18073-0
SIBSIF,Pd,ligand1-0 ligand1-0 ligand15790-0 ligand15790-0
ENEHIO,Pt,ligand40-0 ligand12304-0
QOWDOW,Co,ligand9154-0 ligand9154-0 ligand9154-0
CUFDAJ,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand18438-0
OJECOX,Pt,ligand40-0 ligand40-0 ligand1712-0 ligand1712-0
USEHEG,Ti,ligand1-0 ligand1-0 ligand45-0 ligand5338-0
EVUJAH,Ta,ligand1-0 ligand1-0 ligand18-0 ligand18-0 ligand18-0 ligand38-0 ligand38-0
NAPZOU,Ru,ligand197-0 ligand444-0 ligand3019-0
XERXIE,Au,ligand1-0 ligand105-0 ligand7886-0 ligand11806-0
MAYJUS,Mn,ligand4-0 ligand4-0 ligand4-0 ligand26007-0
GUCBAJ,Fe,ligand3-0 ligand16864-0
OROWOJ,Fe,ligand3-0 ligand3-0 ligand4-0 ligand14029-0
BONRIF,Zn,ligand188-0 ligand188-0 ligand26271-0 ligand26271-0
MOYWIG,Pd,ligand1-0 ligand1-0 ligand596-0
GOGPEA,Fe,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand31808-0
CAYREB,Pd,ligand1-0 ligand593-0 ligand26048-0
QERLEE,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand10501-0
NOLYIY,Cd,ligand1-0 ligand1-0 ligand3325-0
ZOPYAG,Ni,ligand485-0 ligand918-0
HOXJUZ,Ni,ligand2142-0 ligand2143-0
BOKQUQ,Au,ligand3-0 ligand3-0 ligand3-0 ligand15156-0
ZAWZUU,Ni,ligand3-0 ligand3-0 ligand3668-0
BAXZUY,Ru,ligand3-0 ligand13-0 ligand24512-0
GATLES,Pd,ligand1-0 ligand1-0 ligand331-0
EJERUI,Pd,ligand2703-0 ligand6955-0
ATOSEI,Ir,ligand253-0 ligand370-0 ligand1818-0
ZURXAL,Hg,ligand15445-0 ligand15445-0
KIFYIH,Ni,ligand1285-0 ligand11177-0
YAVKAK,Ni,ligand40-0 ligand932-0
BODRUI,Ni,ligand22121-0 ligand22122-0
DIBJUU,Zn,ligand34-0 ligand34-0 ligand34-0 ligand34-0 ligand10511-0 ligand10511-0
FECWOC,Ni,ligand18-0 ligand3556-0
YELPUB,Ni,ligand13303-0
ULUSEA,Pd,ligand51-0 ligand6456-0
HAZCUJ,Pd,ligand3-0 ligand3-0 ligand31438-0
UDEJOC,Ni,ligand430-0 ligand1386-0
XEBGUJ,Ru,ligand1-0 ligand1-0 ligand178-0 ligand178-0 ligand178-0 ligand178-0
VIHXER,Pd,ligand1-0 ligand1-0 ligand51-0 ligand3950-0
HEYWOY,Ti,ligand7220-0
PIFMAU,Pd,ligand27979-0
LIJHUH,Pd,ligand105-0 ligand105-0 ligand1712-0 ligand1713-0
XAMLAA,Mo,ligand4-0 ligand4-0 ligand4-0 ligand7915-0 ligand11803-0
DALYOF,Au,ligand1-0 ligand3235-0
KIGHUE,Au,ligand1-0 ligand188-0 ligand4975-0
SOXKEY,Ag,ligand995-0 ligand995-0
IQOHUR,Ni,ligand3-0 ligand51-0 ligand6326-0
TAFWEF,Pd,ligand1-0 ligand1-0 ligand116-0
JIZNOW,Ru,ligand1-0 ligand13-0 ligand15405-0
LASDEP,Pd,ligand1-0 ligand1-0 ligand20928-0
GIDBOK,Ru,ligand1-0 ligand1-0 ligand4-0 ligand4-0 ligand7051-0
YEQTUK,Fe,ligand4-0 ligand4-0 ligand76-0
LIMTEJ,Pt,ligand1-0 ligand1-0 ligand20939-0
YERFUX,Au,ligand2794-0 ligand2794-0
XEPKEJ,Rh,ligand38-0 ligand45-0 ligand89-0 ligand9662-0
LAFTER,Mo,ligand4-0 ligand4-0 ligand4-0 ligand18-0 ligand14185-0
SADCEI,Ag,ligand6129-0 ligand6129-0
WIBDIV,Pt,ligand1-0 ligand1-0 ligand21033-0 ligand21033-0
TACMUG,Re,ligand1-0 ligand1-0 ligand24-0 ligand188-0 ligand4196-0
CISZUA,Pt,ligand40-0 ligand40-0 ligand9949-0 ligand9949-0
FEZHEZ,V,ligand24-0 ligand1117-0 ligand7624-0
NAMLEV,Fe,ligand4886-0 ligand4886-0
NOGFEW,Ti,ligand1-0 ligand1-0 ligand1-0 ligand18063-0
CORPUX,Au,ligand1-0 ligand18041-0
ALAGOK,Rh,ligand1-0 ligand193-0 ligand10935-0
CHPFBF,Fe,ligand4-0 ligand4-0 ligand4-0 ligand12317-0
REKZOZ,Ni,ligand27715-0 ligand27715-0
CUDNAS,Ag,ligand1-0 ligand18702-0
GIBQIT,Cu,ligand34-0 ligand118-0 ligand4832-0 ligand22244-0
UNOJAJ,Pd,ligand9814-0 ligand9814-0
NIKGIY,Pd,ligand40-0 ligand40-0 ligand8231-0 ligand8231-0
LUTBIN,Pd,ligand40-0 ligand365-0 ligand1056-0
UBOXER,Mo,ligand24-0 ligand24-0 ligand78-0 ligand17707-0
NONVAO,Os,ligand89-0 ligand89-0 ligand89-0 ligand250-0 ligand250-0 ligand10905-0
XOZREJ,Ru,ligand45-0 ligand49-0 ligand17941-0
RITZOK,Pt,ligand1-0 ligand1-0 ligand17008-0
NARPOL,Zr,ligand1-0 ligand1-0 ligand2249-0 ligand2249-0
VOMGAH,Au,ligand40-0 ligand447-0 ligand509-0 ligand918-0
NUJDED,Zn,ligand33-0 ligand33-0 ligand279-0 ligand279-0
ZIFLIJ,Ru,ligand4-0 ligand73-0 ligand73-0 ligand10154-0
QUSMIC,Au,ligand105-0 ligand31558-0
WACDUA,Ru,ligand1-0 ligand13-0 ligand5292-0
VIXRUQ,Au,ligand38-0 ligand9447-0
KIFWED,Mn,ligand4-0 ligand4-0 ligand4-0 ligand30593-0
YIQVUP,Ir,ligand48-0 ligand1919-0 ligand4562-0
HECMEI,Zn,ligand34-0 ligand888-0 ligand888-0
CPTICB,Ti,ligand45-0 ligand45-0 ligand27772-0
ESOCEW,Mo,ligand24-0 ligand24-0 ligand78-0 ligand12596-0
SOWVOQ,Ru,ligand4-0 ligand11-0 ligand5584-0
OHUTOB,Pd,ligand3-0 ligand3-0 ligand8575-0 ligand10089-0
CENNIT,Nb,ligand1-0 ligand1-0 ligand430-0 ligand1317-0 ligand13565-0
IWEFOH,V,ligand24-0 ligand24-0 ligand2557-0
DILJUG,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand26702-0
QESXEU,Zn,ligand3-0 ligand3-0 ligand78-0 ligand17834-0
ETOHEC,Pd,ligand1-0 ligand28907-0
WUBCAX,Cd,ligand66-0 ligand66-0 ligand3837-0
WIJGIG,Zn,ligand1-0 ligand1-0 ligand20353-0
MIQZOC,Re,ligand24-0 ligand2828-0 ligand10068-0
JEYGAV,Ti,ligand126-0 ligand126-0 ligand391-0 ligand391-0
HIKBIO,Zr,ligand1-0 ligand1-0 ligand1-0 ligand1535-0
FIKXAZ,Pt,ligand2469-0 ligand17878-0
AFOYUP,Y,ligand1-0 ligand48-0 ligand48-0 ligand10589-0
RUFSOA,Re,ligand4-0 ligand4-0 ligand45-0 ligand10593-0
XOTLOH,Ti,ligand48-0 ligand48-0 ligand9631-0
QANQOM,Ni,ligand2051-0
ESOTEM,Pd,ligand1-0 ligand25776-0
GAFBOH,Ni,ligand9153-0 ligand9153-0
FAWNAT,Re,ligand3-0 ligand4-0 ligand4-0 ligand4-0 ligand6280-0
BEKFEE,Ni,ligand89-0 ligand3401-0
JAZFAS,Os,ligand49-0 ligand49-0 ligand250-0 ligand1154-0
DOHZEH,Pd,ligand1-0 ligand1-0 ligand51-0 ligand13730-0
RIFHUL,Pt,ligand226-0 ligand226-0 ligand20244-0
YERZED,Ti,ligand169-0 ligand2469-0 ligand7266-0
NORHOR,Pd,ligand1-0 ligand1-0 ligand2235-0
PAWWIU,Pt,ligand1-0 ligand6201-0
RAYYOG,Ag,ligand1560-0 ligand1560-0
WEGRUW,Cu,ligand188-0 ligand188-0 ligand24801-0
SIDRED,Ag,ligand5789-0 ligand5789-0 ligand5789-0
RERREN,V,ligand118-0 ligand118-0 ligand2904-0 ligand2904-0
LIDZIJ,Ni,ligand1-0 ligand8638-0
KAHZUP,Ni,ligand4-0 ligand4-0 ligand4-0 ligand1264-0
YODXUL,Pd,ligand105-0 ligand105-0 ligand830-0
ZOJJAJ,Pt,ligand141-0 ligand141-0 ligand13033-0 ligand13033-0
KEVZIV,Re,ligand24-0 ligand409-0 ligand31409-0
CALBEW,Ni,ligand279-0 ligand279-0 ligand4610-0 ligand4610-0
GABYEO,Zn,ligand196-0 ligand1910-0
QASKEC,Ir,ligand196-0 ligand1500-0
ODALEL,Ni,ligand193-0 ligand3677-0
RUQROM,W,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand5316-0
GAXJEU,Ti,ligand17717-0 ligand17717-0
WIDGIB,Pd,ligand3-0 ligand3-0 ligand2253-0 ligand14937-0
BAYLOE,Ru,ligand1-0 ligand1-0 ligand133-0 ligand133-0 ligand14613-0
FOGNOF,Hf,ligand18-0 ligand57-0 ligand13106-0
LIHLOG,Pd,ligand1-0 ligand1-0 ligand3674-0 ligand3674-0
KIHKUJ,Pd,ligand51-0 ligand51-0 ligand16700-0
DECKUS,Zn,ligand8988-0 ligand8988-0
OMEDOA,Ni,ligand30590-0 ligand30590-0
KUDTUZ,Pd,ligand2916-0 ligand26053-0
OBALOU,Ru,ligand1-0 ligand193-0 ligand11316-0
ECEZAQ,Ti,ligand1-0 ligand48-0 ligand7495-0
FOHJIX,Pt,ligand436-0 ligand436-0 ligand29402-0
XOGQAM,Ti,ligand1-0 ligand1-0 ligand1165-0 ligand7837-0
KISYOA,Cr,ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand4-0 ligand28623-0
METWEO,Zn,ligand600-0 ligand25991-0 ligand25991-0
KUQDUX,Fe,ligand8-0 ligand8-0 ligand19091-0
LIZLIP,Cu,ligand31510-0 ligand31511-0
QAGHAH,Pt,ligand40-0 ligand40-0 ligand3101-0
QADTOH,Zn,ligand1231-0 ligand24374-0
ABETAF,Au,ligand1-0 ligand1-0 ligand3178-0
WOYDET,Ir,ligand38-0 ligand48-0 ligand4432-0
QEYJEJ,Hf,ligand1-0 ligand1-0 ligand1-0 ligand17-0
POQKOY,Ir,ligand1-0 ligand4-0 ligand4-0 ligand10927-0
VAFNAT,Cu,ligand3-0 ligand86-0
ZUKPIG,Au,ligand1-0 ligand16060-0
GUHHUM,Pt,ligand12244-0 ligand12244-0
NAWHEA,Ni,ligand1-0 ligand11535-0
ODUCUO,Ni,ligand1-0 ligand24400-0
AKENIN,Mo,ligand45-0 ligand45-0 ligand560-0
KOKGUP,Ru,ligand1-0 ligand115-0 ligand15724-0
ESOHUQ,Au,ligand1-0 ligand29041-0
LODMAV,Ni,ligand358-0 ligand383-0 ligand383-0 ligand14638-0
KUPPUH,Ni,ligand797-0 ligand797-0 ligand11972-0
APIZIJ,Re,ligand18-0 ligand24-0 ligand24-0 ligand24-0 ligand26235-0
RIYJUF,Pt,ligand1-0 ligand9848-0
ZOLGOZ,V,ligand57-0 ligand57-0 ligand872-0 ligand7150-0
JIXQAJ,Ni,ligand20210-0
MEPBAL,Re,ligand1-0 ligand1-0 ligand24-0 ligand51-0 ligand294-0 ligand3926-0
ARADOO,Fe,ligand279-0 ligand279-0 ligand11946-0 ligand11946-0
AYUNIT,Re,ligand4-0 ligand4-0 ligand4-0 ligand368-0 ligand25861-0
MUCDOD,Mo,ligand24-0 ligand24-0 ligand785-0 ligand5201-0
IMODOE,Ir,ligand1-0 ligand1-0 ligand895-0 ligand1012-0 ligand1012-0
OKOVEP,Mn,ligand4-0 ligand4-0 ligand4-0 ligand21273-0
OTOYIH,Zn,ligand20766-0 ligand20766-0
ULOPAO,Ti,ligand1-0 ligand1-0 ligand5832-0 ligand15674-0
VETCOM,Ir,ligand40-0 ligand40-0 ligand48-0 ligand178-0
